id,name,civilization_id,id_ruling_ethnicity,id_ruling_language,id_ruling_religion,government,territories,start_year,end_year,policies,note
kingdom_of_egypt,Kingdom of Egypt,,arab,classical_arabic,sunni,absolute_monarchy,egypt,1805,1952,,"Muhammad Ali Pasha (an Albanian Ottoman officer) seized power in 1805 and founded a modernising dynasty that ruled Egypt for 147 years. He built a modern army, industrialised cotton, and made Egypt semi-independent of Constantinople. His descendants built the Suez Canal (opened 1869) but went bankrupt — British occupation followed (1882). Egypt became a Kingdom nominally independent in 1922 but with British troops remaining. Farouk's corruption and the 1948 Arab–Israeli War defeat triggered the 1952 military coup."
muhammad_ali_dynasty,Muhammad Ali dynasty,,arab,classical_arabic,sunni,monarchy,egypt|nubia,1805,1953,,
paraguay,Republic of Paraguay,,mestizo,spanish,catholic,democratic_republic,amazonia,1811,,,
german_confederation,German Confederation (Deutscher Bund,,german,german,roman_catholicism,confederation,germany|bohemia,1815,1866,,
argentina,Argentine Republic,,spanish,spanish,catholic,democratic_republic,patagonia,1816,,,
chile,Republic of Chile,,mestizo,spanish,catholic,democratic_republic,patagonia|andes,1818,,,
gran_colombia,Gran Colombia,,spanish,spanish,catholic,republic,andes|caribbean,1819,1831,,Bolívar's united republic
first_mexican_empire,First Mexican Empire,,mestizo,spanish,catholic,imperial_monarchy,mesoamerica,1821,1823,,Iturbide's short-lived empire
mexico,Mexico (United Mexican States),,mestizo,spanish,catholic,democratic_republic,mesoamerica,1821,,,
empire_of_brazil,Empire of Brazil,,portuguese,portuguese,catholic,constitutional_monarchy,amazonia|patagonia,1822,1889,,Independent Brazilian monarchy
peru,Republic of Peru,,mestizo,spanish,catholic,democratic_republic,andes,1824,,,
bolivia,Republic of Bolivia,,mestizo,spanish,catholic,democratic_republic,andes,1825,,,
uruguay,Oriental Republic of Uruguay,,mestizo,spanish,catholic,democratic_republic,patagonia,1828,,,
ecuador,Republic of Ecuador,,mestizo,spanish,catholic,democratic_republic,andes,1830,,,
venezuela,Republic of Venezuela,,mestizo,spanish,catholic,democratic_republic,andes|caribbean,1830,,,
colombia,Republic of Colombia,,mestizo,spanish,catholic,democratic_republic,andes|caribbean,1831,,,
kingdom_of_greece,Kingdom of Greece,,modern_greek,modern_greek,eastern_orthodox,constitutional_monarchy,balkans,1832,1973,,Established after the Greek War of Independence (1821–1829). The Megali Idea drove territorial expansion through the Balkan Wars and WWI. Oscillated between monarchy and republic. The military junta (1967–1974) was the final crisis; a referendum abolished the monarchy in 1974.
texas_republic,Republic of Texas,,english,english,protestant,republic,us_south,1836,1846,,Independent republic before US annexation
dominican_republic,Dominican Republic,,mestizo,spanish,catholic,democratic_republic,caribbean,1844,,,
california_republic,California Republic,,english,english,protestant,republic,us_west,1846,1846,,Brief independence before US annexation
jammu_kashmir,Jammu & Kashmir,,indo_aryan_cluster,,hinduism,monarchy,punjab,1846,1947,,
british_raj,British Raj,,english,english,protestant,imperial_monarchy,ganges_plain|indus_valley|punjab|deccan,1858,1947,,"The British Crown replaced the East India Company after the Sepoy Mutiny (1857). The Raj unified the subcontinent under a single administration for the first time since Ashoka — railways, telegraph, common law, English education — but extraction (the 'drain of wealth' Dadabhai Naoroji documented) kept India poor. The Bengal famine of 1943 killed 2–3 million under Churchill's watch. Independence movement from the Indian National Congress; Gandhi's non-violent resistance made the British position untenable."
confederate_states,Confederate States of America,,english,english,protestant,republic,us_south,1861,1865,,Secessionist state during Civil War
italy,Italy,,italian,italian,roman_catholicism,constitutional_monarchy,italy|balkans,1861,1946,,
kingdom_of_italy,Kingdom of Italy,,italian,italian,catholic,constitutional_monarchy,italy,1861,1946,,"The Risorgimento unified the Italian peninsula for the first time since the Western Roman Empire. Italy joined WWI on the Allied side but felt cheated of territory at Versailles ('mutilated victory'), fuelling the rise of Fascism. Mussolini's regime allied with Nazi Germany; ended with Allied liberation and a 1946 referendum establishing the Republic."
second_mexican_empire,Second Mexican Empire,,mestizo,spanish,catholic,imperial_monarchy,mesoamerica,1864,1867,,Maximilian's French-backed empire
austria_hungary,Austria-Hungary / Italian occupation zones,,german,german,roman_catholicism,constitutional_monarchy,hungary|bohemia|balkans|italy,1867,1918,,
dominion_of_canada,Dominion of Canada,,english,english,protestant,constitutional_monarchy,quebec|atlantic_canada|western_canada,1867,1982,,British dominion
empire_of_japan,Empire of Japan (Meiji),,yamato,japanese,state_shinto,constitutional_monarchy,japanese_archipelago|korean_peninsula|manchuria,1868,1947,meiji_restoration,Rapid modernization (Meiji Restoration) and transformation into a world power. Dismantled the feudal system and expanded across East Asia.
german_empire,German Empire (Deutsches Reich),,german,german,protestant,constitutional_monarchy,germany,1871,1918,,Proclaimed in the Hall of Mirrors at Versailles after the Franco-Prussian War — deliberately humiliating for France. A Prussian-dominated constitutional monarchy; industrialised at breakneck speed to become Europe's foremost industrial power. Bismarck's system of alliances held Europe in balance until Wilhelm II dismissed him in 1890.
kingdom_of_romania,Kingdom of Romania,,romanian,romanian,eastern_orthodox,constitutional_monarchy,balkans,1881,1947,,"Created from the union of Wallachia and Moldavia. Gained independence from the Ottoman Empire in 1877. Doubled in size after World War I by acquiring Transylvania, Bessarabia, and Bukovina. Ion Antonescu's alliance with Nazi Germany led to participation in the Holocaust. Communist takeover forced King Michael's abdication (1947)."
mahdist_state,Mahdist State,,arab,classical_arabic,sunni,theocracy,nubia,1885,1898,,"Founded by Muhammad Ahmad (the Mahdi) who proclaimed a religious revolution against Egyptian-Ottoman rule. The siege and fall of Khartoum (1885), killing General Gordon, shocked the British Empire. Destroyed by Kitchener's Anglo-Egyptian force at Omdurman (1898)."
republic_of_brazil,Federative Republic of Brazil,,portuguese,portuguese,catholic,democratic_republic,amazonia|patagonia,1889,,,
hawaii_republic,Republic of Hawaiʻi,,english,english,protestant,republic,hawaii,1894,1898,,Post-monarchy republic before US annexation
cuba,Republic of Cuba,,spanish,spanish,catholic,republic,caribbean,1902,,,
japanese_korea,Japanese-Occupied Korea,,japanese_cluster,japanese,state_shinto,colonial_administration,korean_peninsula,1910,1945,,"Japanese colonial period following the Japan-Korea Treaty of 1910. Direct imperial administration, suppression of Korean language and culture, and economic exploitation. Ended with Japan's surrender in World War II."
republic_of_china,Republic of China,,han_chinese,modern_chinese_group,chinese_folk_religion,democratic_republic,yellow_river|yangtze|manchuria,1912,,,"Succeeded the Qing Dynasty after the 1911 Revolution. Sun Yat-sen's Three Principles (Nationalism, Democracy, People's Livelihood). The ROC ruled mainland China through the warlord era, Northern Expedition (1928), Nanjing Decade of limited modernisation, Japanese War (1937–1945), and Civil War. In 1949 the Communists drove the Nationalist government to Taiwan, where the ROC continues to govern."
czechoslovakia,Czechoslovakia,,czech,czech,catholic,democratic_republic,bohemia,1918,1993,prague_spring,Created from the Habsburg collapse at Versailles — the most successful democratic state in interwar Central Europe. Munich Agreement (1938) forced it to cede the Sudetenland to Hitler; fully occupied 1939. Liberated 1945; Communist coup 1948. The Prague Spring (1968) — Alexander Dubček's 'socialism with a human face' — was crushed by Soviet tanks. Velvet Revolution (1989) ended communism peacefully. Velvet Divorce (1993) split into Czech Republic and Slovakia.
second_polish_republic,Second Polish Republic,,polish,polish,roman_catholicism,democratic_republic,poland,1918,1939,,
transcaucasian_democratic_federative_republic,Transcaucasian Democratic Federative Republic,,caucasian_peoples,,,democratic_republic,caucasus,1918,1918,,
turkestan_assr,Turkestan ASSR,,turkic_cluster,,,communist_state,central_asian_steppe|transoxiana,1918,1924,,
weimar_republic,Weimar Republic,,german,german,protestant,democratic_republic,germany,1918,1933,article_48,"Germany's first democracy, proclaimed on November 9, 1918 as the Kaiser abdicated. Named after Weimar where the constitution was drafted. The republic faced hyperinflation (1923), the Great Depression (1929), political violence from left and right, and structural constitutional weaknesses (Article 48 emergency powers). Despite cultural brilliance (Bauhaus, Expressionism, cabaret), it was too fragile to survive the economic catastrophe. Hitler was appointed Chancellor on January 30, 1933."
kingdom_of_iraq,Kingdom of Iraq,,arab,classical_arabic,sunni,constitutional_monarchy,mesopotamia,1921,1958,,"Created by Britain from three Ottoman vilayets (Mosul, Baghdad, Basra) under League of Nations Mandate. Faisal I (son of Sharif Hussein) installed as king. Iraq gained nominal independence in 1932 (first Arab state to join the League of Nations) while British advisors and air bases remained. The 1948 Arab–Israeli War and 1958 military coup ended the Hashemite monarchy."
soviet_union,Soviet Union,,russian,russian,,,,1922,1991,,
republic_of_turkey,Republic of Turkey,,turkic_cluster,turkish,sunni,democratic_republic,anatolia,1923,,,"Mustafa Kemal Atatürk proclaimed the Republic on October 29, 1923 after the War of Independence expelled Greek, French, and Italian forces. Atatürk's programme of Westernisation and secularism: abolished the Caliphate (1924), replaced Arabic script with Latin alphabet, banned the fez, established women's suffrage (1934). Turkey joined NATO (1952). Military coups in 1960, 1971, 1980 periodically interrupted democracy. Erdoğan's AKP government (2002–present) re-Islamised Turkish public life and consolidated presidential power."
mongolian_peoples_republic,Mongolian People's Republic,,mongol,old_turkic_orkhon_runic,buddhism,communist_state,mongolian_plateau,1924,1992,,"Established as a Soviet satellite state after Soviet-backed revolution against the theocratic Bogd Khanate. The purges of the 1930s under Choibalsan (the 'Mongolian Stalin') massacred 30,000–35,000 people, mostly Buddhist monks — 700 monasteries destroyed. Mongolia was a loyal Soviet ally and the second-oldest communist state. Transitioned to democracy in 1990 and formally dissolved in 1992."
pahlavi_dynasty,Pahlavi Dynasty,,persian,,shia,,,1925,1979,,
albanian_kingdom,Albanian Kingdom,,caucasian_peoples,albanian,,monarchy,balkans,1928,1939,,
manchukuo,Manchukuo,,han_chinese,modern_chinese_group,chinese_folk_religion,absolute_monarchy,manchuria,1932,1945,,"Japanese puppet state in Manchuria and Inner Mongolia, with the last Qing emperor Puyi as nominal head of state. The Kwantung Army controlled all real power. Site of Unit 731 (biological warfare experiments on prisoners). Collapsed immediately when the Soviet Union declared war on Japan (August 1945) and invaded Manchuria."
saudi_arabia,Kingdom of Saudi Arabia,,arab,classical_arabic,sunni,absolute_monarchy,arabia,1932,,,"Ibn Saud united the Arabian Peninsula through conquest and treaty (1902–1932). Oil discovered in commercial quantities (1938) transformed the kingdom. The 1973 Oil Embargo made Saudi Arabia a global power. The Grand Mosque seizure (1979) by Juhayman al-Otaibi shocked the kingdom; the regime's response was to give more power to conservative ulema — the origin of Saudi export of Wahhabism worldwide. The kingdom remains an absolute monarchy under the Al Saud family, with Vision 2030 attempting modernisation under Crown Prince MBS."
nazi_germany,Nazi Germany (Third Reich),,german,german,,,,1933,1945,,
italian_east_africa,Italian East Africa,,italian,italian,roman_catholicism,colonial_administration,nubia,1936,1941,,
mengjiang,Mengjiang,,mongol,mongolian,,puppet_state,mongolian_plateau,1936,1945,,
italian_albania,Italian Albania,,italian,italian,roman_catholicism,colonial_administration,balkans,1939,1943,,
vichy_france,Vichy France,,french,french,roman_catholicism,puppet_state,gaul|north_africa,1940,1944,,
independent_state_of_croatia,Independent State of Croatia,,croatian,serbo_croatian,roman_catholicism,puppet_state,balkans,1941,1945,,
british_military_administration,British Military Administration,,english,english,,colonial_administration,north_africa,1943,1951,,
sfr_yugoslavia,SFR Yugoslavia,,slavic_cluster,serbo_croatian,,communist_state,balkans,1945,1992,,
kingdom_of_jordan,Hashemite Kingdom of Jordan,,arab,classical_arabic,sunni,constitutional_monarchy,levant,1946,,,Founded as Transjordan under the Hashemite Emir Abdullah I (British mandate from 1921). Gained independence in 1946. Lost the West Bank to Israel in 1967. Absorbed large Palestinian refugee populations. The Hashemite dynasty traces descent from the Prophet Muhammad.
modern_japan,Modern Japan (Postwar),,yamato,japanese,,constitutional_monarchy,japanese_archipelago,1947,,,Post-1947 Japan following American occupation and the 1947 Constitution. Parliamentary democracy with a figurehead emperor; economic miracle and rise as a technology and manufacturing superpower.
pakistan,Pakistan,,indo_aryan_cluster,hindi_urdu,sunni,democratic_republic,indus_valley|punjab,1947,,,"Created as a Muslim homeland by the partition of British India. Jinnah's death (1948) left Pakistan without a founder statesman. Three wars with India (1947, 1965, 1971); Bangladesh broke away in 1971 after the Pakistani Army's genocide in East Pakistan. Nuclear power since 1998. Chronic alternation between civilian and military government; the Army as the dominant political institution. ISI intelligence services and Islamist politics complicate democratisation."
republic_of_india,Republic of India,,indo_aryan_cluster,hindi_urdu,hinduism,democratic_republic,ganges_plain|deccan,1947,,,"Independent India is the world's largest democracy. Partition from Pakistan (1947) was accompanied by mass violence killing 200,000–2 million and displacing 10–20 million people. Nehru's non-aligned foreign policy, democratic constitution, and planned economy shaped the first decades. Economic liberalisation (1991) transformed India into one of the world's fastest-growing economies. BJP (Hindu nationalist) politics under Modi since 2014."
north_korea,Democratic People's Republic of Korea (North Korea),,korean,korean,,,,1948,,,
south_korea,Republic of Korea (South Korea),,korean,korean,buddhism,,,1948,,,
state_of_israel,State of Israel,,hebrew,biblical_hebrew,judaism,democratic_republic,levant,1948,,,"Founded on May 14, 1948 following the UN Partition Plan and the end of the British Mandate. Wars with Arab neighbours (1948, 1967, 1973) expanded its territory. The Israeli-Palestinian conflict remains one of the world's most intractable disputes. A technologically advanced democracy with compulsory military service."
east_germany,German Democratic Republic (East Germany),,german,german,,,,1949,1990,,
federal_republic_germany,Federal Republic of Germany,,german,german,,,,1949,,,
peoples_republic_of_china,People's Republic of China,,han_chinese,modern_chinese_group,chinese_folk_religion,communist_state,yellow_river|yangtze|manchuria,1949,,,"Mao Zedong proclaimed the PRC on October 1, 1949. The Great Leap Forward (1958–62) caused 15–55 million deaths by famine. The Cultural Revolution (1966–76) destroyed traditional culture and persecuted intellectuals. Deng Xiaoping's economic reforms (1978) launched 40 years of 10% annual growth — the largest poverty reduction in history. Xi Jinping's consolidation of personal power since 2012."
republic_of_egypt,Republic of Egypt,,arab,classical_arabic,sunni,democratic_republic,egypt,1952,,,"The Free Officers' Revolution (July 23, 1952) ended the monarchy. Nasser nationalised the Suez Canal (1956), triggering the Suez Crisis — and emerged as pan-Arab hero when US pressure forced Britain and France to withdraw. Nasser's Egypt was the champion of Arab nationalism. Sadat's Camp David Accords (1978) made peace with Israel — and got him assassinated (1981). Mubarak's 30-year autocracy ended with the Arab Spring (2011); democratic opening under Morsi crushed by military coup (2013) under Sisi."
republic_of_iraq,Republic of Iraq,,arab,classical_arabic,sunni,democratic_republic,mesopotamia,1958,,,"General Abd al-Karim Qasim's 1958 coup killed the royal family and created the republic. Ba'ath Party coups (1963, 1968) brought Saddam Hussein to power (formally 1979). Iran-Iraq War (1980–88); Kuwait invasion (1990); Gulf War; UN sanctions devastated the country. US invasion (2003) destroyed the state; Sunni insurgency, al-Qaeda, and ISIS emerged from the chaos. The 2005 constitution and Shia-dominated democracy have been unable to overcome sectarian divisions."
united_arab_republic,United Arab Republic,,arab,classical_arabic,sunni,democratic_republic,egypt|levant,1958,1961,,
federalization,Federalization,,czech,czech,,communist_state,bohemia,1969,1992,,
islamic_republic_iran,Islamic Republic of Iran,,persian,,shia,,,1979,,,
canada,Canada,,english,english,protestant,democratic_republic,quebec|atlantic_canada|western_canada,1982,,,Full sovereignty with Constitution Act 1982
republic_of_yemen,Republic of Yemen,,arab,classical_arabic,sunni,democratic_republic,arabia,1990,,,
russian_federation,Russian Federation,,russian,russian,,,,1991,,,
song_dynasty,Song Dynasty,,han_chinese,middle_chinese,neo_confucianism,chinese_imperial,yellow_river|yangtze,960,1279,,Founded by Zhao Kuangyin (Emperor Taizu); northern (960–1127) and southern (1127–1279) periods split by Jurchen Jin conquest of the north
bavandid_dynasty,Bavandid Dynasty,,persian,middle_persian_pahlavi,zoroastrianism,monarchy,iran_plateau,651,1349,,Caspian dynasty ruling Tabaristan/Mazandaran; outlasted the Sassanids under Umayyad/Abbasid suzerainty
dabuyid_dynasty,Dabuyid Dynasty,,persian,middle_persian_pahlavi,zoroastrianism,monarchy,iran_plateau,642,760,,Sassanid successor dynasty in Tabaristan; resisted Arab conquest until 760 CE
dulafid_dynasty,Dulafid Dynasty,,arab,classical_arabic,sunni,emirate,iran_plateau,840,897,,Arab emirate in Jibal (western Iran) under Abbasid suzerainty
eldiguzid_dynasty,Eldiguzid Dynasty (Ildeguzids),,turkic_cluster,new_persian_farsi,sunni,emirate,caucasus|iran_plateau,1136,1225,,Atabeg dynasty of Azerbaijan and Arran; Seljuk successor state
injuid_dynasty,Injuid Dynasty,,persian,new_persian_farsi,sunni,monarchy,iran_plateau,1335,1357,,Ilkhanate successor dynasty ruling Fars from Shiraz
kakuyid_dynasty,Kakuyid Dynasty,,persian,new_persian_farsi,shia,emirate,iran_plateau,1008,1051,,Shiite Daylamite dynasty ruling central Iran; reduced to vassals under Seljuks
karkiya_dynasty,Kar-Kiya Dynasty,,persian,new_persian_farsi,shia,monarchy,iran_plateau,1370,1592,,Zaydi Shiite dynasty of Biyeh-pish (eastern Gilan)
kartid_dynasty,Kartid Dynasty,,persian,new_persian_farsi,sunni,monarchy,khorasan,1245,1389,,Ilkhanate vassal dynasty ruling Khorasan from Herat; ended by Timur
khalji_dynasty,Khalji Dynasty,,turkic_cluster,new_persian_farsi,sunni,sultanate,indus_valley|iran_plateau,1290,1320,,Turko-Afghan dynasty of Delhi Sultanate; briefly extended into eastern Iran/Baluchistan
rawwadid_dynasty,Rawwadid Dynasty,,kurdish,new_persian_farsi,sunni,emirate,caucasus,955,1071,,Kurdicized Arab dynasty of Iranian Azerbaijan; ended by Seljuk conquest
salgurid_dynasty,Salgurid Dynasty,,turkic_cluster,new_persian_farsi,sunni,emirate,iran_plateau,1148,1286,,Atabeg dynasty of Fars (Persis); Seljuk/Ilkhanate vassals
zengid_dynasty,Zengid Dynasty,,turkic_cluster,classical_arabic,sunni,emirate,mesopotamia|levant,1127,1222,,Oghuz Turk atabeg dynasty of Mosul/Aleppo; absorbed by Ayyubids
ziyarid_dynasty,Ziyarid Dynasty,,persian,new_persian_farsi,shia,emirate,iran_plateau,930,1090,,Daylamite dynasty ruling Tabaristan/Gorgan; cultural Persian renaissance patrons
anshan_kingdom,Anshan Kingdom,,elamite,elamite,,city_state,iran_plateau,-2400,-550,,Elamite highland kingdom; one of the two capitals of Elam alongside Susa
kassite_babylon,Kassite Babylon,,kassite,akkadian,mesopotamian_religion,monarchy,mesopotamia,-1600,-1155,,Kassite dynasty ruling Babylon; Middle Babylonian period
lullubi_kingdom,Lullubi Kingdom,,lullubi,,,tribal_confederation,iran_plateau,-2300,-1200,,Highland kingdom in the Zagros mountains; attested in Akkadian and Kassite sources
mannai_kingdom,Mannai Kingdom,,mannaean,,,monarchy,iran_plateau,-850,-616,,Iron Age kingdom in the Lake Urmia basin; absorbed by Medes
marhashi_kingdom,Marhashi Kingdom,,elamite,elamite,,monarchy,iran_plateau,-2500,-2000,,Bronze Age kingdom in southeastern Iran; rival of Akkad and Elam
proto_elamite,Proto-Elamite,,elamite,,,city_state,iran_plateau,-3100,-2700,,Proto-urban civilization of southwestern Iran; earliest writing system in Iran
kidarite_kingdom,Kidarite Kingdom,,turkic_cluster,,buddhism,monarchy,transoxiana|khorasan,320,467,,Hunnic kingdom in Bactria and Gandhara; precursor to the Hephthalites
azerbaijan_peoples_government,Azerbaijan Peoples Government,,azerbaijani,azerbaijani,,communist_state,caucasus,1945,1946,,Soviet-backed separatist state in Iranian Azerbaijan; collapsed after Soviet withdrawal
mahabad_republic,Mahabad Republic,,kurdish,kurdish,sunni,republic,iran_plateau,1946,1946,,Soviet-backed Kurdish republic; collapsed same year as Azerbaijan Peoples Government
kalat_khanate,Kalat Khanate,,baloch,baluchi_baloch,sunni,khanate,iran_plateau,1666,1955,,Baloch khanate centered on Kalat; partial sovereignty under Persian/British suzerainty
hormuz_kingdom,Hormuz Kingdom,,persian,new_persian_farsi,sunni,monarchy,iran_plateau,1300,1622,,Persian Gulf kingdom controlling Strait of Hormuz; ended by Safavid-English expulsion of Portuguese
xia,Xia Dynasty (夏),,han_chinese,,,monarchy,yellow_river,-2070,-1600,,Semi-legendary first Chinese dynasty; attested in Zhou-era texts; possible archaeological correlate in Erlitou culture
western_zhou,Western Zhou (西周),,han_chinese,old_chinese,chinese_folk_religion,feudal_monarchy,yellow_river,-1046,-771,,Founded after the Zhou conquest of Shang; classic feudal system (fengjian); capital at Haojing
eastern_zhou,Eastern Zhou (东周),,han_chinese,old_chinese,chinese_folk_religion,feudal_monarchy,yellow_river|yangtze,-770,-256,,Continuation of Zhou after move to Luoyang; encompasses Spring and Autumn and Warring States periods
ba_shu,Ba and Shu (巴·蜀),,ba_shu_peoples,,,monarchy,yangtze,-1200,-316,,Two southwestern states in modern Sichuan; culturally distinct from Zhou heartland; conquered by Qin in 316 BCE
xin,Xin Dynasty (新),,han_chinese,old_chinese,confucianism,imperial_monarchy,yellow_river,9,23,,Wang Mang's usurpation between Western and Eastern Han; radical land and currency reforms; collapsed in red Eyebrows rebellion
xuan_han,Xuan Han (玄汉),,han_chinese,old_chinese,confucianism,imperial_monarchy,yellow_river,23,25,,Gengshi Emperor's short-lived Han restoration between Xin and Eastern Han
eastern_han,Eastern Han (东汉),,han_chinese,middle_chinese,confucianism,imperial_monarchy,yellow_river|yangtze,25,220,,Later Han; restored by Emperor Guangwu; capital moved to Luoyang; ended with warlord fragmentation into Three Kingdoms
shun,Shun Dynasty (顺),,han_chinese,classical_chinese_literary,confucianism,imperial_monarchy,yellow_river,1644,1644,,Li Zicheng's rebel dynasty that captured Beijing and ended the Ming; crushed by Qing-Wu Sangui alliance within the year
former_qin,Former Qin (前秦),,di_people,classical_chinese_literary,buddhism,imperial_monarchy,yellow_river,351,394,,Di-ruled state that briefly reunified northern China under Fu Jian; shattered at the Battle of Fei River (383)
liu_song,Liu Song (刘宋),,han_chinese,middle_chinese,buddhism,imperial_monarchy,yangtze,420,479,,First of the Southern Dynasties; founded by Liu Yu after Eastern Jin; cultural flourishing
southern_qi,Southern Qi (南齐),,han_chinese,middle_chinese,buddhism,imperial_monarchy,yangtze,479,502,,Short-lived second Southern Dynasty; overthrown by Liang's founding emperor
liang,Liang Dynasty (梁),,han_chinese,middle_chinese,buddhism,imperial_monarchy,yangtze,502,557,,Third Southern Dynasty; reign of Emperor Wu of Liang marked Buddhist patronage; ended by Hou Jing rebellion
chen,Chen Dynasty (陈),,han_chinese,middle_chinese,buddhism,imperial_monarchy,yangtze,557,589,,Last of the Southern Dynasties; conquered by Sui in 589 ending 300 years of division
wu_zhou,Wu Zhou (武周),,han_chinese,middle_chinese,buddhism,imperial_monarchy,yellow_river|yangtze,690,705,,Empress Wu Zetian's interregnum renaming Tang as Zhou; only female emperor in Chinese history
huan_chu,Huan Chu (桓楚),,han_chinese,middle_chinese,buddhism,imperial_monarchy,yangtze,403,404,,Huan Xuan's brief usurpation of Eastern Jin; reverted to Jin within a year
later_tang,Later Tang (后唐),,han_chinese,middle_chinese,buddhism,imperial_monarchy,yellow_river,923,937,,Shatuo Turk-founded Five Dynasties state claiming Tang legitimacy; controlled north China
later_zhou,Later Zhou (后周),,han_chinese,middle_chinese,buddhism,imperial_monarchy,yellow_river,951,960,,Last of the Five Dynasties; reforms under Emperor Shizong paved way for Song unification
southern_ming,Southern Ming (南明),,han_chinese,classical_chinese_literary,neo_confucianism,imperial_monarchy,yangtze,1644,1662,,Ming loyalist regimes resisting Qing conquest from southern China; final defeat at Battle of Magong
kingdom_of_tungning,Kingdom of Tungning (东宁),,han_chinese,classical_chinese_literary,chinese_folk_religion,monarchy,,1662,1683,,Koxinga (Zheng Chenggong) dynasty on Taiwan; last Ming loyalist holdout; annexed by Qing
taiping_heavenly_kingdom,Taiping Heavenly Kingdom (太平天国),,han_chinese,classical_chinese_literary,christianity,theocracy,yangtze,1851,1864,,Millenarian Christian-inspired rebellion led by Hong Xiuquan; estimated 20-30 million deaths in its suppression
chinese_empire,Empire of China (Yuan Shikai) (中华帝国),,han_chinese,mandarin,,imperial_monarchy,yellow_river|yangtze,1915,1916,,Yuan Shikai's 83-day monarchy restoration; collapsed under military and provincial opposition
beiyang_government,Beiyang Government (北洋政府),,han_chinese,mandarin,,republic,yellow_river|yangtze,1912,1928,,Internationally recognized government of Republic of China dominated by Beiyang warlords; ended by Northern Expedition
nationalist_government,Nationalist Government (国民政府),,han_chinese,mandarin,,republic,yangtze|yellow_river,1928,1949,,Kuomintang-led ROC government; nominally unified China; relocated to Taiwan after Chinese Civil War
wuhan_government,Wuhan Government (武汉政府),,han_chinese,mandarin,,republic,yangtze,1927,1927,,Left-wing KMT government led by Wang Jingwei; rival to Nanjing during KMT-CCP split; merged with Nanjing late 1927
wang_jingwei_regime,Wang Jingwei Regime (汪精卫政权),,han_chinese,mandarin,,puppet_state,yangtze,1940,1945,,Japanese puppet Reorganized National Government in Nanjing during Second Sino-Japanese War
chinese_soviet_republic,Chinese Soviet Republic (中华苏维埃),,han_chinese,mandarin,,communist_state,yangtze,1931,1937,,CCP-led proto-state in Jiangxi; Long March followed its defeat by KMT encirclement campaigns
magna_graecia,Magna Graecia,,hellenic_cluster,ancient_greek,,city_state_league,italy,-750,-280,,Greek colonial city-states in southern Italy and Sicily (Syracuse, Akragas, Selinunte, Tarentum)
carthaginian_sardinia,Carthaginian Sardinia,,phoenician,phoenician_punic,,province,italy,-550,-238,,Punic province on Sardinia prior to Roman annexation
carthaginian_western_sicily,Carthaginian Western Sicily,,phoenician,phoenician_punic,,province,italy,-550,-241,,Punic-controlled western Sicily (Motya, Panormus, Lilybaeum) until First Punic War
phoenician_colonies,Phoenician Colonies of Sardinia,,phoenician,phoenician_punic,,city_state_league,italy,-900,-550,,Phoenician trading settlements (Tharros, Nora, Sulcis) preceding Carthaginian rule
punic_coastal_settlements,Punic Coastal Settlements,,phoenician,phoenician_punic,,city_state_league,italy,-800,-275,,Punic coastal trading posts in Italic peninsula
celtic_gauls,Cisalpine Celtic Gauls,,celtic_peoples,celtic_branch,,tribal_confederation,italy,-400,-222,,Insubres / Boii / Senones tribes in Po Valley before Roman subjugation
oscan_samnite_peoples,Oscan-Samnite Peoples,,ancient_european,latin,,tribal_confederation,italy,-600,-290,,Central-southern Italic tribal confederations (Samnites, Lucani, Bruttii)
latin_sabine_samnite_peoples,Latin-Sabine-Samnite Peoples,,ancient_european,latin,,tribal_confederation,italy,-1000,-500,,Pre-Roman Italic peoples of central peninsula
italic_peoples,Italic Peoples,,ancient_european,latin,,tribal_confederation,italy,-1000,-500,,Oscan / Samnite / Lucanian Italic tribal groups
ligurians_euganei_raeti,Ligurian-Euganei-Raeti Peoples,,ancient_european,,,tribal_confederation,italy,-1000,-200,,Pre-Roman Alpine and Ligurian peoples of northern Italy
celtic_la_tene_migration,Celtic La Tène Migration,,celtic_peoples,celtic_branch,,tribal_confederation,italy,-450,-222,,Celtic La Tène culture expansion into northern Italy
papal_states,Papal States,,italian,latin,roman_catholicism,theocracy,italy,754,1870,,Temporal papal dominion (Donation of Pepin to Italian unification); includes Avignon exile 1309-1377
byzantine_exarchate_of_ravenna,Byzantine Exarchate of Ravenna,,hellenic_cluster,byzantine_greek,eastern_orthodox,province,italy,584,751,,Byzantine administrative unit centered on Ravenna until Lombard conquest
byzantine_catepanate_of_italy,Byzantine Catepanate of Italy,,hellenic_cluster,byzantine_greek,eastern_orthodox,province,italy,965,1071,,Byzantine province in Apulia and Calabria until Norman conquest
byzantine_sardinia,Byzantine Sardinia,,hellenic_cluster,byzantine_greek,eastern_orthodox,province,italy,534,700,,Byzantine province on Sardinia after Justinian's reconquest
byzantine_sicilian_theme,Byzantine Sicilian Theme,,hellenic_cluster,byzantine_greek,eastern_orthodox,province,italy,535,827,,Byzantine military theme of Sicily until Aghlabid invasion
lombard_duchy_of_benevento,Lombard Duchy of Benevento,,germanic_peoples,latin,catholic,feudal_monarchy,italy,571,1077,,Lombard duchy in southern Italy surviving the fall of the Lombard Kingdom
